Firstnames,Lastnames,Fathername,Mothername,Gender
ISMIHAN 6876,DASDELEN 1435,SERTAN 2782,GULSIRIN 162,F
MEMNUNIYE 216,GOKUS 741,LATIF 12912,MEFTUNE 835,F
LEYLA 137453,KIYICI 1730,ATILLA 24999,AYSIL 206,F
MEDENI 5769,SAKAR 14540,FERDUN 455,NAZILE 7341,M
VATHA 1631,KEFELI 1218,SATILMIS 23411,FATUS 127,F
SIMANPERI 128,EYGI 612,DURDU 8449,YELIZ 37232,F
YETIS 1379,TABAK 7648,NURSEL 278,HAVVANA 2105,M
SALIHE 8084,ALTINDIS 1455,ZAHIR 3067,KEHRIBAR 165,F
ZEMMO 104,USLUCAN 558,ATANUR 1173,MENEKSE 15052,F
TUMER 772,BASOL 5652,SERHAT 32017,KUPRA 1297,M
RUSDU 284,BESLI 3266,RIZVAN 1437,GULFIKAR 548,M
TASVIR 237,AKSAL 764,MUHAMMED 35475,AKLIME 1038,F
YOLDAS 392,OZPOLAT 3973,POLAT 3721,SEMSA 738,M
LALIHAN 1232,OKUTUCU 1163,NEZIR 9073,DIYAR 119,F
OZNUR 34812,MISIRLIOGLU 1629,ISKENDER 10368,TAMAY 192,F
KATIP 674,SAPMAZ 5416,HALIS 23149,ANZILHA 1198,M
MEMETALI 245,DAGASAN 2983,ERCAN 89271,ISMIYE 466,M
HINAR 296,URCAN 824,CANIP 1989,SELVIHAN 1764,F
SELBINAZ 608,BAHCEKAPILI 994,ZULKIF 1184,NURSEN 34943,F
SELME 227,UZUNDERE 754,SADETTIN 20730,IMIS 937,F
SIH 1656,NERGIZ 8392,BAHAEDDIN 297,MIHRIYE 2470,M
ALEM 144,SALTAS 643,AZIZ 49206,VAHIDE 19007,F
SERGUL 2687,CORA 1306,ABDO 1141,GULNAZI 140,F
SAYMA 380,TOPUZOGLU 892,MEMDUH 6664,ULFET 4078,F
HUSEYIN 599085,CELIK 400980,ERBAY 1126,ZEYNEP 333305,M
NISE 111,KARAKOK 576,MERIC 2034,YUKSEL 44158,F
SAKI 388,MAVI 3934,MUTTALIP 3441,MUAZEZ 726,M
HILMIYE 5519,TURER 1412,NECMEDDIN 2284,ELENI 157,F
GUREL 1097,TASAR 6774,YUSUF 252189,SELVIYE 1682,M
NERMIN 66039,KUTBAY 1692,RESAT 16886,BESIYE 200,F
FEHIMA 237,ERGUC 766,SONER 36678,GARIBE 1044,F
GULBEYAZ 14537,ETI 1518,TARKAN 4881,SEBAAT 177,F
GURSEL 12731,TANRIVERDI 22435,BEYTI 586,HALIDE 15213,M
MUSTAN 1196,ADALI 7108,M.SALIH 262,GULSEMIN 1862,M
KIZ 120,TUNAR 596,MAKSUT 4196,ZARIFE 15396,F
ISTIKLAL 121,MOLLAOGLU 1971,RIZVAN 1437,RENGUL 248,M
ZUBEYIR 4921,BALTACI 13431,SEVINC 435,BELKIS 6334,M
YUSUF 252191,CETIN 208685,SEYFEDDIN 1105,HANIFE 155111,M
BANUR 146,ANAYURT 646,MEVLUT 65118,HALISE 23715,F
NERIMAN 61294,IBRAHIMOGLU 1682,TALIP 16126,DOYDUK 199,F
MUAZZEZ 24737,CEVIZCI 1585,BEKTAS 8059,NURCIYE 187,F
GULIZAR 28666,MANAY 1608,NEZIR 9073,VELIDE 190,F
BERATIYE 674,OZBAG 1014,SAFI 1424,INCIFE 100,F
MAHITAP 106,AGIS 565,CIHAD 1360,SEBIHA 20216,F
ECE 9588,GURESCI 1471,MUKREMIN 3451,ESEMEN 168,F
SEFKI 175,KASIM 2443,RUHI 8025,SERVIN 337,M
FERYADI 117,IZMIRLI 1943,SAMED 1343,DURI 242,M
VATAN 141,IDIKUT 635,RESUL 29213,GUNES 13603,F
SUNER 137,KEMIKSIZ 629,MAHIR 19311,GULESER 10255,F
NUH 10944,SEVER 20569,YURDAKUL 558,NAZIME 13371,M
MARYA 105,KUTUR 562,MULAYIM 1257,LEMAN 18150,F
MAVI 751,KOCMAN 1038,FERZENDE 2083,TEVEKKUL 104,F
ILDA 187,ATSAN 701,OZHAN 3611,SERHAT 606,F
ASIK 276,ABALI 3209,AGAH 1373,ARZUM 530,M
ZEYREK 124,KABUL 1996,NESIMI 1642,YETARE 255,M
CAYAN 288,ULUC 3287,ULKU 1490,KALBIYE 555,M
CEBBAR 792,KATIRCI 5720,TANER 35377,ZUHRIYE 1320,M
EMSAL 5353,BEYOGLU 1399,AYDEMIR 2189,SEBILA 157,F
NESE 40599,DONERTAS 1646,YILDIRIM 11388,ADAVIYE 193,F
ESRA 98943,SEYYAR 1723,HALIS 23149,AMIRE 204,F
SEYFETULLAH 114,CAGIL 1912,ABDURREZZAK 1226,TASVIR 237,M
BENDE 115,KALINSAZLIOGLU 585,TUNC 2926,KADRIYE 120624,F
CAGRI 761,YATAGAN 1040,ABDULSAMET 2116,HAZMI 104,F
BAKIRE 106,ERATA 566,HULISI 1380,ZOHRE 21944,F
FEDIM 125,ERENULUG 606,FAZIL 6567,ASUMAN 26805,F
BINALI 115,SAMAST 585,HABIL 2915,SELMA 116996,F
SEVEN 191,SAL 2584,ERGIN 14803,GUZUN 368,M
CANGIR 210,TANIK 2746,NECDET 28208,NIKAR 403,M
SEBLA 288,SAYAK 819,NECATTIN 1700,AYDA 1641,F
UYGUN 255,SONER 3030,ABDO 1141,DIBA 486,M
NEZEHE 192,KOCKAYA 708,ABDULHAKIM 4311,MUNE 646,F
SERRA 1033,ALICAN 1110,FERAT 4814,RUYAM 114,F
NURCIHAN 4735,KARABULAK 1384,CABBAR 1943,HICAZ 154,F
NESIYE 194,KOSGER 711,UTKU 4739,ZURIYE 662,F
SACIT 2404,GOL 9707,SELAHIDDIN 337,MASALLAH 3179,M
BOZAN 2251,ECE 9347,DURDALI 330,SEKINE 3008,M
ZUMRETE 2037,KASLI 1264,MUAMMER 49985,GOKSAL 133,F
SEMAY 131,KUYUCAK 619,ABUZER 11225,MUZEYYEN 57962,F
AHU 3684,KEMENT 1352,CANAN 1438,SABBER 147,F
OMER 279966,KILIC 247889,FILIT 1110,FADIME 160455,M
ZUZAN 170,DAGIDIR 677,CABBAR 1943,BALKIZ 493,F
PINAR 79614,DUZEL 1709,HAYATI 19493,NEYRAN 203,F
YUKSELEN 100,CABADAK 548,YUKSEL 56679,ARZU 96731,F
ZELA 350,HARPUT 868,MUHAMMER 4226,FAIKA 2980,F
SARYA 264,KARAK 796,GURDAL 1191,BIHTER 1345,F
GONCAGUL 1223,SAH 1161,HIMMET 8935,GULDONE 119,F
MEFTUN 707,BEYHAN 5515,LUTFI 25373,SABITE 1219,M
NAZIF 121,KETHUDA 597,ZEKERIYE 4294,MURUVVET 16230,F
BAYKAN 435,ERKOL 4227,GURHAN 4950,MUNTEHA 810,M
TAZEBEY 107,ERIKCI 1834,ERHAN 63715,GULDANIYE 222,M
EMIR 8662,KAYMAZ 17565,HAMO 512,GULNUR 10370,M
SANLI 334,DARICI 3554,GUNEY 2288,SENGUN 626,M
DILFURUZ 367,CAKIRER 881,HADI 5570,HORU 3585,F
HAMIDULLAH 106,OZBILEN 1831,ILHAN 60225,AYTUN 221,M
FARIA 147,SULLU 648,ABDURRAHMAN 69089,ULKU 24430,F
SEFKET 341,ALTUNKAYA 3613,ZAHIT 2503,TANSEL 647,M
NEZUK 131,FEDAI 619,SITKI 11278,MEDINE 59686,F
VEZIRE 735,KIRTIL 1034,NURHAN 1887,MUSLUMAT 103,F
SUPHIYE 5057,MINTAS 1392,RACI 2087,ZULIHA 156,F
BINGUL 2107,GECICI 1271,ZAFER 57491,SEHARE 135,F
FATIMANA 342,KARACOL 864,ABDULMECIT 3784,ZEKINE 2786,F
DURBABA 274,KARATEKIN 3194,SENTURK 1344,SUKUFE 522,M
MAZLUMA 200,KOSAL 720,ALAADDIN 6147,GOHER 704,F
EBEKIZ 120,KAYRETLI 596,FEHIM 4234,TESLIME 15652,F
SAYAT 103,KIP 1784,CAFER 39088,EBIDE 215,M
MEHTI 838,CEBI 5974,CAN 45075,FATMAANA 1393,M
YESARI 102,CORLU 1761,RIDVAN 33337,HATUNI 212,M
VERDI 515,CIFCIBASI 961,CETIN 45408,DURSUN 15564,F
EDEVIYE 543,DUZGOREN 970,ERHAN 63715,BUSRA 18664,F
CAGTAY 115,ISTANBULLU 1930,HUDAYI 1275,BERIKA 239,M
MAHBUP 2044,KILINCOGLU 1266,VEYSEL 51705,MUBETCEL 134,F
HICAZI 117,KAVUK 1942,ABDULSEMET 1340,MINES 242,M
MIHAN 142,YOSMA 638,HAMIT 35369,NEFISE 15663,F
EZO 200,DIRGEN 721,SEYFULLAH 6305,GUNDUZ 706,F
VELAT 378,TAVSAN 3840,GANI 3249,HAMRA 706,M
SAYNUR 2352,ESENDEMIR 1284,SABAN 79016,ZEBO 137,F
PIROZ 274,SANIR 805,ADIGUZEL 1357,ZARIF 1510,F
ADILE 32105,BARMAN 1618,OKKES 9833,GULBOY 191,F
HUR 223,GUMUSSOY 2824,NIYAZI 42013,DURANA 428,M
HANZI 112,YARBA 578,ABDULHADI 2235,MERVE 54252,F
YURDAN 406,KAZMACI 906,IZZETTIN 9724,SEMSE 5289,F
GOZDENUR 105,ERYUKSEL 562,OZAL 1266,ZULFIYE 18396,F
YALIN 332,DEMIRALAY 3549,NECMEDDIN 2284,CEYRAN 625,M
MIRAN 395,KIRDEMIR 899,GUNAY 8221,SEVIYE 4602,F
TACI 424,BURAN 4162,OLGUN 4554,ANSE 789,M
SAKINE 37782,KASKA 1642,SELMAN 10964,FATIHA 192,F
GULENDER 2397,YARIS 1288,ERDAL 84805,GORSEV 137,F
SIMIZAR 363,TUTUCU 877,GURAY 5085,ZOZAN 3409,F
NASIDE 2595,SACAR 1301,HALIL 288916,BEKI 139,F
ARET 265,CATALBAS 3136,SEYH 1251,GUNAYDIN 506,M
KEJJI 103,UCURUM 557,EFRAIM 1146,CANSU 13988,F
FERUZAN 130,DAGISTAN 2073,BASAR 2203,NUTIYE 267,M
KORKUT 1260,BASOGLU 7332,GOKSEN 267,AKKADIN 2000,M
TACITTIN 431,TOPKAYA 4208,FERAT 4814,ORDEK 802,M
ISMAIL 417622,AYDIN 358847,OCAL 1114,HULYA 171124,M
GUGERCIN 106,NARSAP 566,GIRAY 1368,OZGUL 20750,F
MUNIRA 105,IGDELI 561,PEHLUL 1251,SELVER 17698,F
TANDOGAN 266,TORE 3137,PEHLUL 1251,BERFI 506,M
ZEYCAN 5374,OLKER 1401,SEYHO 2200,SAFER 157,F
SEYNAZ 103,HAVAN 555,IBRAHIM 500358,BILGE 13437,F
AILE 160,GELTURAN 664,BILGE 1360,PERIHAN 70837,F
EMBIYE 1573,SARLI 1208,ASIM 19129,FETAHNA 126,F
SOSUN 615,ULUBAY 996,ERSUN 1211,GULUZAR 37632,F
REHIM 170,KUMRAL 2391,ATAKAN 6713,SAFIA 326,M
NERGIZ 13628,OZCAM 1514,SAH 4689,ESMAPERI 175,F
MEYMUNE 359,BALKAS 875,ZUBEYIR 4921,RUVEYDE 3300,F
ULKIYE 1724,ANT 1229,RIFAT 28168,OZTEN 129,F
TAKYEDDIN 199,BATIR 2666,AKIN 18920,HATIYE 384,M
HAVIZE 888,ACA 1072,ZUHTU 3215,SEVGILLI 109,F
ZULKUF 6146,ALDEMIR 14865,SAADET 463,UNZULE 7797,M
JULIDE 2105,SUICMEZ 1271,ABDULKADIR 56096,ZILIF 135,F
PENBE 8076,CEVIKER 1455,EFE 3058,KESSUME 165,F
BILENT 968,KART 6396,NIHAT 72235,PERUZE 1549,M
EJDER 3774,GULSEN 12033,SECGIN 398,YELDA 5001,M
MUHYEDDIN 476,KUNT 4431,IMAM 6843,HAVIZE 888,M
BILGIN 2702,GULBEYAZ 1307,NAKI 1154,SUHA 141,F
KADIME 955,AGRI 1094,KUTBETTIN 3898,KEFAYET 111,F
GEYLANI 357,SALIK 3713,BEYHAN 2861,RUHSAR 678,M
GULCIVAN 104,UYSALER 559,FERDA 1208,SIRIN 15828,F
SELATIN 157,GURE 2296,BILGIN 4759,FERAHI 310,M
PERUZA 275,ERISKEN 806,HULISI 1380,SALISE 1473,F
ARIZE 127,KAVUKLU 612,BORA 8193,AZIZE 35276,F
EBRIZE 107,YIGCI 569,ARAFAT 1441,NIGAR 24847,F
BERGEN 225,GITMEZ 752,ASIM 19129,SEVGICAN 925,F
DURSUNHATUN 288,ANBARCI 819,REHA 1715,IDIL 1645,F
IMMIHAN 2656,KIRCICEK 1303,MEHMET 1681870,MELEKBER 140,F
REFAH 118,CAPUK 590,OZDEN 3366,ESENGUL 11527,F
HATAY 187,SAGOL 702,SAYIM 3630,HALIYE 607,F
SURAHI 172,TOMAR 680,HALEF 2107,NAFIYA 500,F
MARIYA 230,DENEK 757,CUNEYT 25657,DONAY 976,F
MEVLUDIYE 2501,OZCIFTCI 1295,KADIR 138257,ATFIYE 138,F
KADIR 138262,YAVUZ 139546,NEBIL 1070,CEMILE 123477,M
IZZEDDIN 849,TASAN 6021,REMZI 47503,FERUZE 1406,M
SIRRIYE 164,KAPICIOGLU 669,ALPEREN 1511,AYTEN 116534,F
ZERNISAN 1244,CINKARA 1165,BEDRI 9406,SUMEYRE 120,F
MEHRALI 420,SAHINKAYA 4141,ABDULHAKIM 4311,PIRUZE 781,M
CAZIM 423,MAZLUM 4161,SIRRI 4522,BINGOL 788,M
BAYAZIT 694,ONEL 5508,ATILLA 24999,BIRNUR 1212,M
BAHAITTIN 183,SEREN 2537,RECAI 11397,GEZAL 356,M
TESRIFE 202,BUYUKDERE 723,ATAKAN 6713,SONER 715,F
ZILIF 135,CUMA 625,NADIR 15758,GULAY 89009,F
EMRAN 227,KARDOGAN 754,AYKUT 21684,BESSEY 944,F
NASIF 1243,ARPACI 7241,GOKTAN 264,SECKIN 1914,M
TALIA 1425,KUMBASAR 1190,KORAY 14224,DURANIYE 123,F
SIDKIYE 127,BICAKCIOGLU 610,MEMIS 7509,NURHAN 31941,F
NURSAC 136,SALK 628,GURKAN 17587,HAVVA 145851,F
ALGUL 137,IPLIKCI 630,SADETTIN 20730,MURADIYE 10671,F
GUHER 1053,AGBABA 1115,GURAY 5085,DONSER 114,F
MUCEVVER 121,UYE 598,ABDULHAKIM 4311,BERRIN 16426,F
SEVIM 231,KARAKIS 2867,ILYAS 51978,ZEREN 438,M
SUZEN 832,TUZCUOGLU 1060,DUNDAR 2776,NECME 107,F
BILGIN 4759,BAHAR 13264,TACITTIN 431,ISMAHAN 6163,M
SELAHITTIN 3479,ONAY 11539,SUBHI 389,GOKCEN 4453,M
MASUK 1011,KURBAN 6563,MESUT 87974,HEDLE 1603,M
ABDULHAK 151,KURUCU 2266,GORKEM 4145,MEHIBE 302,M
VEFA 2074,OZHAN 9084,CANSIN 316,KEBIRE 2815,M
VECDI 1238,BOYACI 7208,AKSEL 263,SADRIYE 1901,M
MERGUL 517,ISSI 964,VEDAT 48105,SIRIN 15828,F
SUADE 386,BUDAN 894,SABIT 7209,MELIS 4235,F
ONEM 102,YELEGEN 554,EMIN 120603,HURI 12160,F
ARSLAN 13039,BAYAR 22497,RUHAN 587,ZARIFE 15396,M
MAHSUME 131,BEDUK 619,CELALETTIN 11533,NERIMAN 61294,F
AKIL 635,OZBAS 5248,SERCAN 17594,ASENA 1132,M
GUNHAN 526,CUBUK 4723,NEZIR 9073,MERVA 959,M
GULHAS 188,NACAROGLU 704,ASIR 3746,ILGIN 613,F
TARKAN 4881,SATILMIS 13373,MESUD 432,SEHRIYE 6266,M
NEHIRE 478,GECE 945,BAHATTIN 26336,SEVGUL 10613,F
NEBEHAT 305,TAKIR 831,HUDAVERDI 2269,NEHIR 1923,F
UZAY 241,ALABAS 2943,DURSUN 74131,FAIKE 456,M
MERTOL 182,VURUCU 2529,NUH 10944,IRINA 353,M
ZEHRAGUL 143,YILMAM 639,FUAT 37922,BERRIN 16426,F
SONBAHAR 149,KANTAROGLU 649,SEDAT 75752,NAZAN 26194,F
CANFIDE 126,HIZIR 609,CEBRAIL 7322,MELTEM 30726,F
MUHAMMETALI 110,ISTEK 1875,HAKAN 156932,HANPERI 229,M
SAMIYE 12003,CAVLAK 1501,ABDIL 4197,NEVBAHAR 173,F
MUHTEREM 5568,ALTIKULAC 1412,GUNEY 2288,DONDIYE 157,F
MUESSER 2455,BUKER 1291,MUSA 95975,MINTIHA 138,F
GULUNAZ 289,SEBER 820,VAHDET 1763,SARAY 1659,F
BESIM 3602,KABA 11584,SADEDDIN 390,DILSAH 4569,M
YASAR 161298,OZCAN 147527,FEDAYI 1077,LEYLA 137456,M
HAVUS 223,CERIBAS 749,OZAN 17570,DESTE 903,F
RESAT 16886,FIRAT 27358,ZINNUR 628,GULNAZ 19030,M
SUREYYA 18472,UTLU 1554,KUDRET 6175,UMMAN 182,F
NADIDE 8542,BULUN 1461,GANI 3249,MUHIBBET 166,F
ZOHRA 1295,ARSU 1171,ISKENDER 10368,SELA 121,F
HAVVAANA 369,KOKSALDI 882,ALPARSLAN 5632,NAGEHAN 3644,F
SILVA 405,PAYDAS 906,NAMIK 9686,HAVANA 5288,F
NIMETI 338,KOLAT 862,BARBAROS 3703,SERGUL 2687,F
FERAL 138,YUCETEPE 632,TAMER 23980,SARIYE 11446,F
AYDIN 464,DOGRUEL 939,SADETTIN 20730,CEREN 9247,F
RUKKIYE 1073,EMLIK 1120,TAYLAN 5370,SEVINAY 115,F
HASGUL 344,ERGUVEN 3625,HASBI 2545,LAMIYE 654,M
FIKRAN 347,CEKINMEZ 867,FEYYAZ 4100,HAZEL 2942,F
TANSER 121,TIFTIK 1963,ASUR 1413,YUZGUL 247,M
ISLAM 6864,KARADAS 15633,SECAATTIN 478,SEYRAN 8601,M
KEMAN 107,BAHCACI 567,ASUR 1413,BAHRIYE 23979,F
NASIHA 291,BUL 820,ALAITTIN 1819,SELFINAZ 1680,F
NAZLIM 291,UNUVAR 3307,SEMSEDDIN 1556,SERA 561,M
ALMAST 628,TAHIROGLU 1000,ZIYATTIN 1258,TUBA 43589,F
ERGULU 363,OZDAL 3750,RUSEN 2949,GULBEDEN 686,M
FAYIK 2535,YURTSEVEN 9947,DOGANAY 343,FATIM 3294,M
NIYAZE 163,SEREFLI 668,CANAN 1438,SERPIL 96392,F
CANSER 770,ALKANAT 1042,ABDULMENAF 2185,DANE 104,F
YURDUSEN 261,YENAL 793,MEHMET 1681870,GUVERCIN 1289,F
SEADET 884,BOLEK 1071,ZAKIR 3176,ZEHRANUR 109,F
SADAKAT 426,ALAGEYIK 917,MUCAHIT 12164,GULCIHAN 6229,F
ZULFU 4287,BAYINDIR 12824,OZBEY 420,AFIFE 5674,M
SEMAHAT 6473,YUNCU 1430,OGUN 2602,SILVAN 161,F
ILKGUL 413,BAYRAKTUTAN 911,FEYZULLAH 10871,NESIME 5691,F
ALPAN 125,SIGIRCI 2012,NADI 1764,MOHTEBER 257,M
ASIF 401,ISPIR 4053,NAIF 3985,MENEMSE 760,M
REHIME 740,DIRIM 1036,GENCAY 1954,ISMAN 103,F
SAHINAZ 2236,TOMBAS 1277,ADNAN 67491,SELMI 136,F
MEYESE 108,ALLAHVERDI 569,CEVHER 1518,UMMUHAN 27021,F
LERNA 111,GIRGIC 576,ALTUG 2076,LUTFIYE 44611,F
APDIL 184,SELEN 2537,VAHIT 11429,ESVET 356,M
ABDULHALIT 99,OZBERK 1747,MUHITTIN 28747,MIRARI 209,M
HANISE 269,ZORER 800,BAHA 1254,NEZIFE 1409,F
BAHAETTIN 1468,DEMIRER 7982,ILBEYI 288,REZZAN 2273,M
FETIHA 274,YAVUZCAN 806,GIRAY 1368,ADIFE 1513,F
SERKIS 260,UCER 3077,HAMDIN 1186,ASIFE 493,M
HANIFE 155109,EL 1736,RASIM 25936,FILIK 207,F
FATMANUR 1396,SEKIN 1187,MITHAT 13198,LERIMAN 123,F
YAGIZ 809,CIPLAK 5821,CEM 38124,OKSAN 1347,M
EMIN 305,AN 831,MIKTAT 2295,TALIYE 1946,F
HEYBET 1430,DULKADIR 1190,GUVEN 14334,ZERICAN 124,F
ELMAS 47923,BILECEN 1664,SEMSETTIN 13821,MERIYEM 197,F
ILBAY 113,CAMGOZ 1907,ERCIN 1193,HEKIME 235,M
SIMSIR 175,IPEKOGLU 684,BEDIRHAN 2390,HANSI 519,F
KIZBES 217,UYGUC 743,ESAT 13709,ONUR 843,F
NADIME 2106,GOZUM 1271,YUKSEL 56679,SEHDIYE 135,F
SERTAP 302,PUSAT 828,SAYIT 2176,ISMI 1879,F
BURCAK 2070,AYRAN 1268,HALIT 54064,BEHRIYE 134,F
GOGERCIN 1443,AVLAR 1191,ABDULKERIM 14698,PERDE 124,F
SIMAY 665,CATAN 1010,HULISI 1380,SAADET 59901,F
FIDAYE 266,YURDUSEVER 798,ABDURREZZAK 1226,HURIYET 1374,F
AYSEGUL 72979,VURMAZ 1702,BAKI 18334,INCINUR 202,F
EYLEM 10604,SALIH 1487,TAHA 3807,HAVAANA 171,F
FEVZEDDIN 127,HAZER 2041,FETULLAH 1960,DOGA 261,M
MULKUNAZ 219,BERKIL 744,AVNI 14873,ILKSEN 861,F
ULCAY 119,ATMIS 591,KANI 3517,YADIGAR 12756,F
YONIS 577,KIZILDAG 4956,MUCAHIT 12164,ESMERAY 1036,M
HURU 13026,BATUK 1506,TAYFUR 4415,ESMANPERI 174,F
NEHIBE 153,OZKAYMAK 655,MURAT 440120,PAKIZE 36498,F
ARTUN 246,AKGOL 2990,BEKIR 100567,ZEYNUR 468,M
MUKDAT 132,KELEK 2089,RIFKI 2398,SIDDI 271,M
IBRAHIM 500358,YILDIRIM 387084,MUHTAR 1118,ELIF 216261,M
MUSEBIYE 161,ALAGAS 665,TEMUR 1380,YILDIZ 74384,F
SURYA 104,PARSAK 558,ALTAY 1181,GUNER 15263,F
VEYSI 18350,KUTLU 29281,GULALI 647,YASAR 20662,M
MERIH 1063,MEYDAN 6680,ADEM 147768,SAHURE 1649,M
FEHME 145,OZKARDES 645,ONUR 56131,HIKMET 20450,F
GULHANE 122,OZKOCA 601,NESIM 4909,BUSRA 18664,F
DILAN 2947,OZKIR 1318,KARANI 1217,MIHAN 142,F
SIDDIK 282,ZOBU 815,SEMSEDDIN 1556,AHSEN 1576,F
ADELI 320,OMAC 846,NASIR 2953,SAHIZER 2293,F
HURRIYET 4235,KOSTAK 1373,TAYYIP 1712,GULBUZ 151,F
NURSAH 705,TATLISU 1025,NESIMI 1642,ZUMEYRA 102,F
ERAY 382,OZTURKOGLU 893,SUAYIP 6892,RAHMIYE 4160,F
MUBAREK 119,DOKUZOGLU 592,AYDOGAN 3722,MUKERREM 13266,F
SEBILAY 141,ESENBOGA 635,KASIM 30001,ASLIHAN 13759,F
MUHRIBAN 252,KAYKI 784,ERDAL 84805,YAZGULU 1204,F
KUBLAY 139,BEKDAS 2149,ARMAGAN 2994,GULLUSAH 281,M
TUNA 2014,KARABICAK 1258,HAYDAR 46121,ADDULI 132,F
YASA 873,MANDAL 1071,ZAHIR 3067,DICLEHAN 108,F
MUHDIYE 409,SIVGIN 909,ATILA 10355,SAYIME 5475,F
GULPER 704,DAGDAS 1024,YADIGAR 1625,CEFAYIR 101,F
HAZNA 173,COLTU 682,CABIR 2241,FAMILE 512,F
SASINE 101,KOZOGLU 551,DURSUN 74131,MUYESSER 10254,F
SEDAKAT 340,ARUK 862,BERK 3735,BILGIN 2702,F
KUDURET 271,KUBLAY 802,UBEYDULLAH 1313,BADEGUL 1445,F
HIZNI 112,AKKOK 577,BASAR 2203,AYSUN 52532,F
BURCU 54583,ERK 1676,AVNI 14873,ILMIHAN 198,F
GULIHAN 103,CUVAL 557,NESIH 1159,SERMIN 14617,F
GOKNIL 297,BARTU 824,MIRAC 2033,SATIA 1787,F
SITTIKA 2147,ELGIN 1272,HARUN 61271,NILFER 135,F
IFET 274,GIRIT 805,BILGE 1360,IMHAN 1511,F
GULSADIYE 108,GONULDAS 570,BAKIR 1549,MELIKE 27842,F
SULHETTIN 341,GUDEN 3612,EFENDI 2491,MUNE 646,M
IFTADE 246,BEZEK 776,HARUN 61271,CISEM 1133,F
RUKIYETE 143,KEMEC 639,CAFER 39088,DURDU 16604,F
NARDANE 899,CAMUZ 1079,FERRUH 3302,ERSAN 109,F
AYDILEK 121,ALGAC 598,SAADETTIN 4558,NURHAYAT 17185,F
GULUMSER 15159,OMAY 1524,MASALLAH 5024,AMINA 177,F
GUNNUR 3856,TONGUC 1360,SADAN 1542,NEZEHET 149,F
ALI 1026734,KAYA 490841,ALIOSMAN 1133,AYSE 969975,M
NEYLAN 216,LULE 741,FAZLI 12480,GULCE 832,F
MUSLIMAT 305,KALEMCI 831,NECMEDDIN 2284,MESRURE 1926,F
PIRAGA 153,BAGRIYANIK 2274,GARIP 4268,MUSLIMAT 305,M
TEZGUL 230,IRGE 757,NACI 25320,BEDIRIYE 974,F
SALIH 156875,CAKIR 145582,UYSAL 1073,SONGUL 132671,M
MIGDAT 104,BULANIK 1802,BURAK 46882,TAVUZ 217,M
SELMANI 276,PEKCAN 3206,SIHO 1363,RAZ 530,M
MEYSUN 124,KANKAYA 604,CIHANGIR 5702,KADER 23147,F
MIYASER 1113,GOVEN 1133,ZULKUF 6146,VILDANE 116,F
BEYZADE 110,KECILI 575,GOKSAL 1931,SENAY 40872,F
ADVIYE 2231,CENIKLI 1276,BILAL 66640,SEYMANUR 136,F
SADELI 267,KUTAN 798,DEVRAN 1239,SEBAT 1381,F
NURSELIN 220,GULBAHCE 745,SIDDIK 15435,ROJDA 868,F
MOLLA 292,KARDES 3317,KADEM 1594,VUSLAT 564,M
BELGUZAR 162,TEKCAN 2347,ISRAFIL 5586,HAKIBAR 317,M
AYDENIZ 123,SACLI 1995,KERAMETTIN 1625,SAHSIYE 254,M
SENDA 199,TANOGLU 718,HAMDULLAH 5763,CEMRE 697,F
MASUM 2110,SARGIN 9155,SEZEN 320,PEMPE 2888,M
CESUR 3414,KAYNAR 11474,NURAN 388,KADIRIYE 4431,M
GULCAN 59668,AKARCAY 1678,HALUK 15709,NAMIGAR 199,F
RINDIHAN 124,BICKI 603,HADI 5570,SABAHAT 21222,F
MAHIZAR 276,GOKGUL 809,ASUR 1413,BESTE 1512,F
BAYRAMIYE 574,ONTURK 983,EMIN 120603,HUSNE 25167,F
OZGENUR 111,KILICDOGAN 576,ERBIL 2030,DENIZ 43779,F
ALIBAZ 105,SEVIS 1823,LEVENT 54680,MUSELMA 220,M
DURSADE 570,ESLIK 981,MUSA 95975,FIRDEVS 24403,F
MAYSEKER 115,PECEN 584,TALHA 2861,HALIME 97005,F
SERI 155,MUTLUCAN 657,NESIH 1159,MEHTAP 41322,F
CUMALI 16728,GUCLU 26727,RUFAT 625,SEVCAN 18839,M
REYIS 175,ALAK 2447,NUMAN 8172,RUHANE 337,M
PEMBE 6624,YAKISIR 1431,MUMUN 2695,MUSEBIYE 161,F
ZEKIRE 106,SALMA 563,AZIM 1319,YURDAGUL 18867,F
NIYASE 111,KEMAHLI 576,MIRAC 2033,SATI 44062,F
GULBUZ 151,GOKCUL 653,KADIR 138257,NURHAN 31941,F
KUDDUSU 117,SENKAYA 1941,AYGUN 1340,ALMILA 241,M
BEDIYA 161,CENDEK 666,MEHMED 1393,HAVA 78172,F
SELBIHAN 172,EDEBALI 680,NABI 2119,BIRSAN 503,F
AYTAC 1274,AGA 1168,DERVIS 10118,ELDA 120,F
GULSU 173,COKLUK 682,BOZAN 2251,ZUMEYRAN 514,F
ZIYAETTIN 1434,ONEN 7862,FEYIM 283,ADVIYE 2231,M
BABA 775,ATABEY 5653,ILKER 32384,GULDALI 1299,M
MEZHER 429,CERCI 4189,ZIHNI 4693,SEREFNAZ 794,M
CENAN 923,GECER 6263,IRFAN 61499,NARGUL 1510,M
